id,name,category,subfilter,image,short_description,is_new,sku
UA-G3-SK-Pro,G3 Starter Kit Pro,Door Access,Kits,/images/camera.jpg,Starter kit that provides complete entry and exit control fo a single door with two readers and Touch Pass support.,0,UA-G3-SK-PRO
UA-G2-SK-Pro,G2 Starter Kit Pro,Door Access,Kits,/images/camera.jpg,Starter kit that provides complete entry and exit control for a single door with two readers.,0,UA-G2-SK-PRO
UA-G3-SK,G3 Starter Kit,Door Access,Kits,/images/camera.jpg,"A simple, all-in-one kit for UniFi Access, designed to manage a single door with one reader. Supports seamless setup and Touch Pass for modern, secure access control.",0,UA-G3-SK
UA-G2-SK,G2 Starter Kit,Door Access,Kits,/images/camera.jpg,"A simple, all-in-one kit for UniFi Access, designed to manage a single door with one reader. Supports seamless setup for modern, secure access control.",0,UA-G2-SK
UA-G3-SK-Gate,G3 Gate Starter Kit,Door Access,Kits,/images/camera.jpg,"Starter kit with a Gate Hub, G3 Intercom, PoE++ adapter, and PoE++ over twisted pair extender for access control at a single gate with Touch Pass support.",0,UA-G3-SK-GATE
UA-G2-SK-Gate,Gate Starter Kit,Door Access,Kits,/images/camera.jpg,Control a vehicle gate using the connected Intercom and authorize gate access with License Plate Unlock when paired with a compatible Protect AI camera.,0,UA-G2-SK-GATE
UA-SK-Elevator,Elevator Starter Kit,Door Access,Kits,/images/camera.jpg,Connects to in-elevator readers with PoE to authorize floor selection. Supports up to 18 floors with digital inputs for elevator car status and emergency.,0,UA-SK-ELEVATOR
UA-G3-Intercom,G3 Intercom,Door Access,Intercoms,/images/camera.jpg,Indoor/outdoor intercom terminal for managing residential and commercial building entry request with Touch Pass support.,0,UA-G3-INTERCOM
UA-G2-Intercom,Intercom,Door Access,Intercoms,/images/camera.jpg,Indoor/outdoor intercom terminal for managing residential and commercial building entry request.,0,UA-G2-INTERCOM
UA-Intercom-Viewer,Intercom Viewer,Door Access,Intercoms,/images/camera.jpg,Indoor/outdoor intercom terminal for managing residential and commercial building entry request with Touch Pass support.,0,UA-INTERCOM-VIEWER
ENVR,Enterprise NVR,Door Access,NVRs,/images/camera.jpg,"3U NVR with (16) 2.5/3.5' drive bays, supporting up to (70) 4K cameras or (210) Full HD cameras.",0,ENVR
UNVR-pro,Network Video Recorder Pro,Door Access,NVRs,/images/camera.jpg,A 2U-sized video recorder with (7) 2.5/3.5 HDD bays that can provide up to 60 days of storage for (24) 4K cameras or (70) Full HD cameras.,0,UNVR-PRO
UNVR,Network Video Recorder,Door Access,NVRs,/images/camera.jpg,A video recorder with (4) 2.5/3.5' HDD bays that can support up to 30 days of storage for (18) 4K cameras or (60) Full HD cameras.,0,UNVR
UNVR-Instant,Network Video Recorder Instant,Door Access,NVRs,/images/camera.jpg,"Compact UniFi Protect NVR with 3.5 HDD support, featuring an integrated 6-port PoE switch, integrated HDMI View Port, and a capacity for (6) 4K cameras or (15) Full HD cameras.",0,UNVR-INSTANT
UNVR-Instant-Kit,Network Video Recorder Instant Kit,Door Access,NVRs,/images/camera.jpg,"Compact UniFi Protect NVR Kit, includes (1) UniFi Protect NVR Instant with (4) G5 Turret Ultra cameras and (1) 1TB HDD, delivering an all-in-one solution for fast and effortless setup.",0,UNVR-INSTANT-KIT
UA-Card-10-B/W,Access Card,Door Access,Door Access Accessories,/images/camera.jpg,A pack of highly-secure NFC cards used for access control within UniFi.,0,UA-CARD-10-B-W
UACC-Retrofit-PoE-2Wire,PoE Over 2-Wire Retrofit Extender,Door Access,Door Access Accessories,/images/camera.jpg,"A pair of extenders that extends PoE over twisted-pair or coaxial cables, ideal for retrofit scenarios.",0,UACC-RETROFIT-POE-2WIRE
UACC-Reader-JB-B/W,Reader Junction Box,Door Access,Door Access Accessories,/images/camera.jpg,Junction box for UniFi Access Readers and Intercom Viewers that support flat surface mounting and attachment to 3/4' conduit.,0,UACC-READER-JB-B-W
UACC-Reader-Pro-JB-B/W,Reader Pro Junction Box,Door Access,Door Access Accessories,/images/camera.jpg,Junction box for UniFi Professional Access Readers and Doorbells that supports flat surface mounting and attachment to 3/4' conduit.,0,UACC-READER-PRO-JB-B-W
UACC-Reader-Pro-AM-B/W,Reader Pro Angle Mount,Door Access,Door Access Accessories,/images/camera.jpg,Angled mounting accessory for UniFi Professional Access Readers.,0,UACC-READER-PRO-AM-B-W
UACC-Intercom-SAM,Intercom Surface Angle Mount,Door Access,Door Access Accessories,/images/camera.jpg,UniFI Access Intercom surface angle mount accessory.,0,UACC-INTERCOM-SAM
UACC-Intercom-FM,Intercom Flush Mount,Door Access,Door Access Accessories,/images/camera.jpg,UniFI Access Intercom flush mount accessory.,0,UACC-INTERCOM-FM
UACC-Intercom-Sunshield,Intercom Sunshield,Door Access,Door Access Accessories,/images/camera.jpg,UniFI Access Intercom sunshield accessory.,0,UACC-INTERCOM-SUNSHIELD
UACC-Intercom-WM,Intercom Wedge Mount,Door Access,Door Access Accessories,/images/camera.jpg,A pack of highly-secure NFC cards used for access control within UniFi.,0,UACC-INTERCOM-WM
UACC-Intercom-Viewer-TS,Intercom Viewer Table Stand,Door Access,Door Access Accessories,/images/camera.jpg,Metal table stand for Intercom Viewer.,0,UACC-INTERCOM-VIEWER-TS
UACC-Junction-Utility,Junction Utility,Door Access,Door Access Accessories,/images/camera.jpg,"An indoor/outdoor enclosure designed for UniFi Access Hubs, switches, and accessories.",0,UACC-JUNCTION-UTILITY
UACC-Retrofit-PSU-12V,Retrofit PSU 12V,Door Access,Door Access Accessories,/images/camera.jpg,"12V power supply with optional SLA backup battery support, compatible with the UniFi Retrofit Hub.",0,UACC-RETROFIT-PSU-12V
UA-Button,Access Button,Door Access,Door Access Accessories,/images/camera.jpg,Push-to-exit button designed for UniFi Access Hubs.,0,UA-BUTTON
UACC-DoorCloser,Door Closer,Door Access,Door Access Accessories,/images/camera.jpg,A mechanical door closer that ensures controlled closure for safety and convenience.,0,UACC-DOORCLOSER
UACC-PanicBar,Panic Bar,Door Access,Door Access Accessories,/images/camera.jpg,"A single-latched bar installed on emergency exit doors, allowing quick and easy egress by pushing the bar to open the door during emergencies.",0,UACC-PANICBAR
UA-Lock-Magnetic-270kg,Magnetic Lock,Door Access,Door Access Accessories,/images/camera.jpg,Fail-safe magnetic lock for inswing and outswing doors that connects to a UniFI Access Hub.,0,UA-LOCK-MAGNETIC-270KG
UACC-Lock-Strike-Secure-15mm,Fail-Secure Strike Lock,Door Access,Door Access Accessories,/images/camera.jpg,Fail-secure electric strike lock that connects to a UniFi Access Hub.,0,UACC-LOCK-STRIKE-SECURE-15MM
UACC-Lock-Strike-Safe-15mm,Fail-Safe Strike Lock,Door Access,Door Access Accessories,/images/camera.jpg,Fail-Safe electric strike lock that connects to a UniFi Access Hub.,0,UACC-LOCK-STRIKE-SAFE-15MM
UACC-Cable-DoorLockRelay-1P,Door Lock Relay Cable,Door Access,Door Access Accessories,/images/camera.jpg,"A 500-foot (152.4m) spool of one or two pair, low voltage cable.",0,UACC-CABLE-DOORLOCKRELAY-1P
UACC-Cable-DoorLockRelay-2P,Door Lock Relay Cable,Door Access,Door Access Accessories,/images/camera.jpg,"A 500-foot (152.4m) spool of one or two pair, low voltage cable.",0,UACC-CABLE-DOORLOCKRELAY-2P
UA-Pocket,"Pocket Keyfob, 10-Pack",Door Access,Door Access Accessories,/images/camera.jpg,A pack of (10) highly-secure NFC keyfobs used for access control within UniFi.,0,UA-POCKET
UA-Rescue,Access Rescue KeySwitch,Door Access,Door Access Accessories,/images/camera.jpg,Keyed emergency override for your Access Hub.,0,UA-RESCUE
UNAS-Pro-8,UNAS Pro 8,Integrations,Network Storage,/images/camera.jpg,"2U rack-mount NAS with (8) 2.5/3.5' HDD bays and (2) M.2 NVMe SSD cache slots, delivering faster access, lower latency, and high-availability 10 Gbps networking for large-scale file storage and sharing.",0,UNAS-PRO-8
UNAS-Pro-4,UNAS Pro 4,Integrations,Network Storage,/images/camera.jpg,"1U rack-mount NAS with (4) 2.5/3.5' HDD bays and (2) M.2 NVMe SSD cache slots, delivering faster access, lower latency, and high-availability 10 Gbps networking for large-scale file storage and sharing.",0,UNAS-PRO-4
UNAS-Pro,UNAS Pro,Integrations,Network Storage,/images/camera.jpg,2U rack-mount NAS with (7) 2.5/3.5' drive bays and 10 Gbps performance designed for large-scale file storage and sharing.,0,UNAS-PRO
UNAS-2-B/W,UNAS 2,Integrations,Network Storage,/images/camera.jpg,"UniFi Network Attached Storage with (2) 3.5' HDD bays, 2.5 GbE networking, USB-C connectivity, and an included PoE++ adapter, all in a compact footprint.",0,UNAS-2-B-W
UNAS-4-B/W,UNAS 4,Integrations,Network Storage,/images/camera.jpg,"UniFi Network Attached Storage with (4) 2.5/3.5' HDD bays, (2) M.2 NVMe SSD cache slots, 2.5 GbE networking, USB-C connectivity, and an included PoE+++ adapter, all in a compact footprint.",0,UNAS-4-B-W
UPS-2U,UniFi UPS 2U,Integrations,Power Tech,/images/camera.jpg,"UniFi managed 1.44kVA rackmount uninterruptible power supply with 4 backup outlets, 4 surge outlets, and a field replaceable battery, 216Wh, half load (500W) runtime of 8 minutes. Supports Graceful Shutdown for UNVR and UNAS, and includes NUT compatibility for third-party devices.",0,UPS-2U
UPS-Tower,UniFi UPS Tower,Integrations,Power Tech,/images/camera.jpg,"UniFi managed 1kVA uninterruptible power supply with 5 backup outlets 5 surge outlets and hot swappable battery, 108Wh, half load (300W) runtime of 7 minutes. Supports Graceful Shutdown for UNVR and UNAS, and includes NUT compatibility for third-party devices.",0,UPS-TOWER
USW-Mission-Critical(120W),UPS PoE Switch,Integrations,Power Tech,/images/camera.jpg,A switch with an integrated 368Wh lithium-ion battery capable of providing uninterruptible PoE to 8 devices.,0,USW-MISSION-CRITICAL-120W-
USP-RPS,Redundant Power,Integrations,Power Tech,/images/camera.jpg,950W redundant power supply for rack-mounted UniFi devices.,0,USP-RPS
USP-PDU-Pro,Power Distribution Pro,Integrations,Power Tech,/images/camera.jpg,Designed to supply power to an entire rack-mounted UniFi system and remotely manage each connection.,0,USP-PDU-PRO
USP-PDU-HD,Power Distribution Hi-Density,Integrations,Power Tech,/images/camera.jpg,Designed to supply power to an entire rack-mounted UniFi system and remotely manage each connection.,0,USP-PDU-HD
U5G-Max,UniFi 5G Max,Integrations,LTE/5G,/images/camera.jpg,"A high-performance 5G (3.4 Gbps) modem for any UniFi deployment. Instantly adopt through any UniFi PoE port, it delivers automatic setup, dual SIM/eSIM, and seamless failover. Certified with AT&T, T-Mobile*, and Verizon**.",0,U5G-MAX
U5G-Max-Outdoor,UniFi 5G Max Outdoor,Integrations,LTE/5G,/images/camera.jpg,"A full-performance 5G (3.4 Gbps) modem for UniFi consoles and Cloud Gateways, certified with AT&T, T-Mobile*, and Verizon**, designed for outdoor use with directional antennas, remote SIM***, and dual SIM for seamless failover.",0,U5G-MAX-OUTDOOR
UMR-Industrial,Mobile Router Industrial,Integrations,LTE/5G,/images/camera.jpg,"Compact, ruggedized, and carrier unlocked LTE Cat 4 mobile WiFi router designed for indoor/outdoor IoT applications.",0,UMR-INDUSTRIAL
UMR-Ultra,Mobile Router Ultra,Integrations,LTE/5G,/images/camera.jpg,"Ultra-compact managed LTE mobile router for IoT applications with integrated LTE, wired WAN, WiFi, automatic failover, and DC power input support.",0,UMR-ULTRA
UMR,Mobile Router,Integrations,LTE/5G,/images/camera.jpg,"Managed mobile WiFi router that brings plug-and-play connectivity to any environment. Use the pre-installed AT&T nano-SIM with three data plan options for LTE data, or bring your own AT&T nano-SIM.",0,UMR
U-LTE,LTE Backup,Integrations,LTE/5G,/images/camera.jpg,Seamless internet failover for UniFi gateways. Includes an AT&T SIM and data plan for plug-and-play deployment.,0,U-LTE
U-LTE-Backup Pro,LTE Backup Pro,Integrations,LTE/5G,/images/camera.jpg,Seamless internet failover for UniFi gateways. Bring your own AT&T nano-SIM for LTE data.,0,U-LTE-BACKUP-PRO
UTP-G3-Touch-Enterprise,G3 Touch Enterprise,Integrations,Managed VoIP,/images/camera.jpg,"Next-generation premium desktop smartphone for UniFi Talk, featuring a 7' touch display and seamless integration with UniFi applications.",0,UTP-G3-TOUCH-ENTERPRISE
UTP-G3-Touch-Pro,G3 Touch Pro,Integrations,Managed VoIP,/images/camera.jpg,"Next-generation desktop smartphone for UniFi Talk, featuring a 5' touch display and seamless integration with UniFi applications.",0,UTP-G3-TOUCH-PRO
UTP-G3-Touch-Wall,G3 Touch Wall,Integrations,Managed VoIP,/images/camera.jpg,"Next-generation wall-mountable smartphone for UniFi Talk, featuring a 7' touch display and seamless integration with UniFi applications.",0,UTP-G3-TOUCH-WALL
UTP-TouchMax-B/W,G2 Touch Max,Integrations,,/images/camera.jpg,Premium desktop smartphone that delivers the ultimate user experience.,0,UTP-TOUCHMAX-B-W
UTP-Touch-B/W,G2 Touch,Integrations,Managed VoIP,/images/camera.jpg,Versatile desktop smartphone that eliminates the learning curve.,0,UTP-TOUCH-B-W
UT-G3-Handset,G3 Wireless Handset,Integrations,Managed VoIP,/images/camera.jpg,"Wireless handset which supports clear, high-quality audio for G3 Touch Phones.",0,UT-G3-HANDSET
UT-ATA,Analog Telephone Adapter,Integrations,Managed VoIP,/images/camera.jpg,Easy-to-deploy adapter for managing analog telephones and fax machines with UniFi Talk.,0,UT-ATA
UC-EV-Station-Pro,EV Station Pro,Integrations,Premium IoT,/images/camera.jpg,"Weatherproof, 11 kW Level 2 electric vehicle charging station with an ultra-bright 10.1' touch display, flexible access control, and payment terminal accessory support.",0,UC-EV-STATION-PRO
UC-EV-Station-Lite,EV Station Lite,Integrations,Premium IoT,/images/camera.jpg,"Weatherproof, 11 kW Level 2 electric vehicle charging station with flexible access control designed for scalable deployment.",0,UC-EV-STATION-LITE
UPL-Amp-B/W,PowerAmp,Integrations,Premium IoT,/images/camera.jpg,Premium speaker amplifier designed for high-fidelity multi-zone audio streaming and immersive spatial sound experiences.,0,UPL-AMP-B-W
UPL-Port-B/W,PoE Audio Port,Integrations,Premium IoT,/images/camera.jpg,"A digital audio streamer with an ultra-compact, versatile design and an intuitive control system, supporting multiple music streaming services and scalable multi-zone installations .",0,UPL-PORT-B-W
UC-Cast-Pro,Display Cast Pro,Integrations,Premium IoT,/images/camera.jpg,"Managed digital signage player for HMI display with media content playback, web mode, and USB-C peripheral support.",0,UC-CAST-PRO
UC-Cast-Lite,Display Cast Lite,Integrations,Premium IoT,/images/camera.jpg,Digital signage player designed for media playback on HDMI displays.,0,UC-CAST-LITE
ECS-Aggregation,Enterprise Campus Aggregation,Switching,Aggregation,/images/switch.jpg,1.8 Tbps high-density 100G/25G Layer 3 Etherlighting™ aggregation switch with MC-LAG support for high availability system design.,1,ECS-AGGREGATION
USW-Pro-XG-Aggregation,Pro XG Aggregation,Switching,Aggregation,/images/switch.jpg,"Professional-grade 32-port, Layer 3 Etherlighting™ switch for high-capacity 25G SFP28 connections.",1,USW-PRO-XG-AGGREGATION
USW-Pro-Aggregation,Hi-Capacity Aggregation,Switching,Aggregation,/images/switch.jpg,"A 32-port, Layer 3 switch made for high-capacity 10G SFP+ and 25G SFP28 connections.",1,USW-PRO-AGGREGATION
USW-Aggregation,Aggregation,Switching,Aggregation,/images/switch.jpg,"An 8-port, Layer 2 switch made for 10G SFP+ connections.",1,USW-AGGREGATION
ECS-48-PoE(2150W),Enterprise Campus 48 PoE,Switching,Enterprise,/images/switch.jpg,"Enterprise-grade 48-port, Layer 3 Etherlighting™ PoE+++ switch with high-capacity 10 GbE RJ45 and 25G SFP28 connections for high availability system design.",1,ECS-48-POE-2150W-
ECS-24-PoE(1050W),Enterprise Campus 24 PoE,Switching,Enterprise,/images/switch.jpg,"Enterprise-grade 24-port, Layer 3 Etherlighting™ PoE+++ switch with high-capacity 10 GbE RJ45 and 25G SFP28 connections for high availability system design.",1,ECS-24-POE-1050W-
ECS-48S-PoE(2150W),Enterprise Campus 48S PoE,Switching,Enterprise,/images/switch.jpg,"Enterprise-grade 48-port, Layer 3 Etherlighting™ PoE+++ switch with Stacking support and high-capacity 10 GbE RJ45 and 25G SFP28 connections for high availability system design.",1,ECS-48S-POE-2150W-
ECS-24S-PoE(1050W),Enterprise Campus 24S PoE,Switching,Enterprise,/images/switch.jpg,"Enterprise-grade 24-port, Layer 3 Etherlighting™ PoE+++ switch with Stacking support and high-capacity 10 GbE RJ45 and 25G SFP28 connections for high availability system design.",1,ECS-24S-POE-1050W-
ECS-Aggregation,Enterprise Campus Aggregation,Switching,Enterprise,/images/switch.jpg,1.8 Tbps high-density 100G/25G Layer 3 Etherlighting™ aggregation switch with MC-LAG support for high availability system design.,1,ECS-AGGREGATION
USW-Pro-Max-48-PoE(720W),Pro Max 48 PoE,Switching,Professional Max & XG,/images/switch.jpg,"A 48-port, Layer 3 Etherlighting™ switch with 2.5 GbE and PoE++ output.",1,USW-PRO-MAX-48-POE-720W-
USW-Pro-Max-24-PoE(400W),Pro Max 24 PoE,Switching,Professional Max & XG,/images/switch.jpg,"A 24-port, Layer 3 Etherlighting™ switch capable of high-power PoE++ output.",1,USW-PRO-MAX-24-POE-400W-
USW-Pro-XG-48-PoE(1080),Pro XG 48 PoE,Switching,Professional Max & XG,/images/switch.jpg,"Professional-grade, 48-port Layer 3 Etherlighting™ PoE+++ switch with (32) 10 GbE, (16) 2.5 GbE PoE, and (4) 25G SFP28 ports.",1,USW-PRO-XG-48-POE-1080-
USW-Pro-XG-24-PoE(720W),Pro XG 24 PoE,Switching,Professional Max & XG,/images/switch.jpg,"Professional-grade, 24-port Layer 3 Etherlighting™ PoE+++ switch with (16) 10 GbE, (8) 2.5 GbE, and (2) 25G SFP28 ports.",1,USW-PRO-XG-24-POE-720W-
USW-Pro-HD-24-PoE(600W),Pro HD 24 PoE,Switching,Professional Max & XG,/images/switch.jpg,"Professional-grade, Layer 3 Etherlighting™ switch with (2) 10 GbE PoE++, (22) 2.5 GbE PoE++, and (4) 10G SFP+ ports.",1,USW-PRO-HD-24-POE-600W-
USW-Pro-XG-48,Pro XG 48,Switching,Professional Max & XG,/images/switch.jpg,"Professional-grade, 48-port Layer 3 Etherlighting™ switch with (32) 10 GbE, (16) 2.5 GbE, and (4) 25G SFP28 ports.",1,USW-PRO-XG-48
USW-Pro-XG-24,Pro XG 24,Switching,Professional Max & XG,/images/switch.jpg,"Professional-grade, 24-port Layer 3 Etherlighting™ switch with (16) 10 GbE, (8) 2.5 GbE, and (2) 25G SFP28 ports.",1,USW-PRO-XG-24
USW-Pro-XG-10-PoE(400W),Pro XG 10 PoE,Switching,Professional Max & XG,/images/switch.jpg,"1U, professional-grade 10-port, Layer 3 Etherlighting™ PoE+++ switch with (10) 10 GbE and (2) 10G SFP+ ports.",1,USW-PRO-XG-10-POE-400W-
USW-Pro-Max-16-PoE(180W),Pro Max 16 PoE,Switching,Professional Max & XG,/images/switch.jpg,"A 16-port, Layer 3 Etherlighting™ switch with 2.5 GbE, PoE++ output, and versatile mounting options.",1,USW-PRO-MAX-16-POE-180W-
USW-Pro-HD-24,Pro HD 24,Switching,Professional Max & XG,/images/switch.jpg,"Proffesional-grade, Layer 3 Etherlighting™ switch with (2) 10 GbE, (22) 2.5 GbE, and (4) 10G SFP+ ports.",1,USW-PRO-HD-24
USW-Pro-Max-48,Pro Max 48,Switching,Professional Max & XG,/images/switch.jpg,"A 48-port, Layer 3 Etherlighting™ switch with 2.5 GbE.",1,USW-PRO-MAX-48
USW-Pro-Max-24,Pro Max 24,Switching,Professional Max & XG,/images/switch.jpg,"A 24-port, Layer 3 Etherlighting™ switch with 2.5 GbE.",1,USW-PRO-MAX-24
USW-Pro-Max-16,Pro Max 16,Switching,Professional Max & XG,/images/switch.jpg,"A 16-port, Layer 3 Etherlighting™ switch 2.5 GbE and versatile mounting options.",1,USW-PRO-MAX-16
USW-Pro-48-PoE(600W),Pro 48 PoE,Switching,Professional,/images/switch.jpg,"A 48-port, Layer 3 switch capable of high-power PoE++ output",1,USW-PRO-48-POE-600W-
USW-Pro-24-PoE(400W),Pro 24 PoE,Switching,Professional,/images/switch.jpg,"A 24-port, Layer 3 switch capable of high-power PoE++ output.",1,USW-PRO-24-POE-400W-
USW-Pro-48,Pro 48,Switching,Professional,/images/switch.jpg,"A 48-port, Layer 3 switch supporting 10G SFP+ connections with fanless cooling.",1,USW-PRO-48
USW-Pro-24,Pro 24,Switching,Professional,/images/switch.jpg,"A 24-port, Layer 3 switch supporting 10G SFP+ connections with fanless cooling.",1,USW-PRO-24
USW-Enterprise-48-PoE(720W),Enterprise 48 PoE (Vintage),Switching,Professional,/images/switch.jpg,"A 48-Port, Layer 3 switch with 2.5 GbE PoE+ output.",1,USW-ENTERPRISE-48-POE-720W-
USW-Enterprise-24-PoE(400W),Enterprise 24 PoE (Vintage),Switching,Professional,/images/switch.jpg,"A 24-port, Layer 3 switch with 2.5 GbE PoE+ output.",1,USW-ENTERPRISE-24-POE-400W-
USW-Mission-Critical-(120W),UPS PoE Switch,Switching,Professional,/images/switch.jpg,A switch with an integrated 368Wh lithium-ion battery capable of providing un interruptible PoE to 8 devices.,1,USW-MISSION-CRITICAL--120W-
USW-48-PoE(195W),Standard 48 PoE,Switching,Standard,/images/switch.jpg,"A 48-port, Layer 2 PoE switch with a silent, fanless cooling system.",1,USW-48-POE-195W-
USW-24-PoE(95W),Standard 24 PoE,Switching,Standard,/images/switch.jpg,"A 24-port, Layer 2 PoE switch with a fanless cooling system.",1,USW-24-POE-95W-
USW-16-PoE(42W),Standard 16 PoE,Switching,Standard,/images/switch.jpg,"A 16-port, Layer 2 PoE switch with a silent, fanless cooling system.",1,USW-16-POE-42W-
USW-48,Standard 48,Switching,Standard,/images/switch.jpg,"A 48-port, Layer 2 switch with a silent, fanless cooling system.",1,USW-48
USW-24,Standard 24,Switching,Standard,/images/switch.jpg,"A 24-port, Layer 2 switch with a silent, fanless cooling system.",1,USW-24
USW-WAN,WAN Switch,Switching,WAN,/images/switch.jpg,10G SFP+ WAN Switch linking two Shadow Mode High Availability UniFi Gateways to a single ISP.,1,USW-WAN
USW-WAN-RJ45,WAN Switch RJ45,Switching,WAN,/images/switch.jpg,10 GbE WAN Switch linking two Shadow Mode High Availability UniFi Gateways to a single ISP.,1,USW-WAN-RJ45
USW-Lite-16-PoE(45W),Lite 16 PoE,Switching,Utility,/images/switch.jpg,"A wall-mounteable, 16-port, Layer 2 PoE switch with a fanless cooling system",1,USW-LITE-16-POE-45W-
USW-Lite-8-PoE(52W),Lite 8 PoE,Switching,Utility,/images/switch.jpg,"An 8-port, Layer 2 PoE switch supporting silent fanless cooling.",1,USW-LITE-8-POE-52W-
USW-Pro-XG-8-PoE(155W),Pro XG 8 PoE,Switching,Utility,/images/switch.jpg,"Compact desktop/wall-mountable, professional-grade 8-port, Layer 3 Etherlighting™ PoE++ switch with (8) 10 GbE and (2) 10G SFP+ ports.",1,USW-PRO-XG-8-POE-155W-
USW-Enterprise-8-PoE(120W),Enterprise 8 PoE (vintage),Switching,Utility,/images/switch.jpg,"An 8-port, Layer 3 switch with 2.5 GbE PoE+ output.",1,USW-ENTERPRISE-8-POE-120W-
USW-Pro-8-PoE(120W),Pro 8 PoE,Switching,Utility,/images/switch.jpg,"An 8-port, Layer 3 switch with PoE+ and PoE++ output.",1,USW-PRO-8-POE-120W-
USW-Ultra-210W(202W),Ultra 210W,Switching,Utility,/images/switch.jpg,"A compact, Layer 2, 8-port GbE PoE switch with versatile mounting options.",1,USW-ULTRA-210W-202W-
USW-Ultra-60W(52W),Ultra 60W,Switching,Utility,/images/switch.jpg,"A compact, Layer 2, 8-port GbE PoE switch with versatile mounting options.",1,USW-ULTRA-60W-52W-
USW-Ultra(42W),Ultra,Switching,Utility,/images/switch.jpg,"A compact, Layer 2, 8-port GbE PoE switch with versatile mounting options.",1,USW-ULTRA-42W-
USW-Flex-2.5G-8-PoE(196W),Flex 2.5G PoE,Switching,Utility,/images/switch.jpg,"Flexible, 8-port 2.5 GbE PoE++ switch with a 10 GbE RJ45/SFP+ combination uplink port that can be powered with PoE+++ or an AC power adapter.",1,USW-FLEX-2-5G-8-POE-196W-
USW-Flex-2.5G-8,Flex 2.5G,Switching,Utility,/images/switch.jpg,"Flexible, 8-port 2.5 GbE switch with a 10 GbE RJ45/SFP+ combination uplink port that can be powered with a USB-C or PoE+ adapter.",1,USW-FLEX-2-5G-8
USW-Flex-2.5G-5,Flex Mini 2.5G,Switching,Utility,/images/switch.jpg,"Compact, 5-port 2.5G switch that can be powered with PoE or a USB-C adapter.",1,USW-FLEX-2-5G-5
USW-Flex-Mini,Flex Mini,Switching,Utility,/images/switch.jpg,"A compact, 5-port, Layer 2 switch that can be powered with PoE or a 5V USB-C adapter.",1,USW-FLEX-MINI
USW-Flex(46W),Flex,Switching,Utility,/images/switch.jpg,"Flexible 5-port, Layer 2 PoE switch for indoor and outdoor use, that can be powered with PoE++.",1,USW-FLEX-46W-
USW-Flex-Utility,Flex Utility,Switching,Utility,/images/switch.jpg,The Switch Flex Utility is an outdoor weatherproof enclosure designed for use with the Switch Flex.,1,USW-FLEX-UTILITY
UACC-Flex-Utility-Pro,Flex Utility Pro,Switching,Utility,/images/switch.jpg,"A universal outdoor weatherproof enclosure. Protect your networking gear in any environment with this versatile, durable enclosure, designed for both wall and pole mounting. The enclosure features ample internal space to house a power adapter or PoE injector.",1,UACC-FLEX-UTILITY-PRO
USW-Flex-XG,Flex 10 GbE,Switching,Utility,/images/switch.jpg,"A Compact, 5-Port, Layer 2 Switch that supports 10 GbE speeds and can be powered with PoE or a 5V USB-C adapter.",1,USW-FLEX-XG
E7,E7,WiFi,Enterprise,/images/products/Product-UDR-5G-Max.png,"Enterprise-grade indoor access point with 10-stream WiFi 7 performance, a 10 GbE uplink, and a redundant GbE port for high availability.",0,E7
E7-Campus,E7 Campus,WiFi,Enterprise,/images/wifi-ap.jpg,"Enterprise-grade indoor/outdoor access point with 10-stream tri-band WiFi 7 performance, PRISM™ active RF filtering technology, integrated directional antennas, a 10 GbE uplink, and a redundant GbE port for high availability..",0,E7-CAMPUS
E7-Audience,E7 Audience,WiFi,Enterprise,/images/products/Product-UDR-5G-Max.png,"Enterprise-grade, indoor/outdoor access point designed for high-density environments with 12-stream 5 GHz and 6 GHz WiFi 7 performance, a 10 GbE uplink, and a redundant GbE port for high availability.",0,E7-AUDIENCE
U7-Pro-XGS,U7 Pro XGS,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,Ceiling-mounted 8-stream WiFi 7 AP with dedicated spectral scanning radio and 10/5/2.5/1 GbE support.,0,U7-PRO-XGS
U7-Pro-XG,U7 Pro XGS,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,Ceiling-mounted 6-stream WiFi 7 AP with 10/5/2.5/1 GbE support.,0,U7-PRO-XG
U7-Pro-Max,U7 Pro Max,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,"Ceiling-mounted WiFi 7 AP with 8 spatial streams, 6 GHz support, and a dedicated spectral scanning engine for interference-free WiFi in demanding, large-scale environments.",0,U7-PRO-MAX
U7-Pr0,U7 Pro,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,"Ceiling-mounted WiFi 7 AP with 6 spatial streams, 6 GHz support for interference-free WiFi in demanding, large-scale environments.",0,U7-PR0
U7-LR,U7 Long Range,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,"Compact, ceiling-mount WiFi 7 AP with 5 spatial streams and extended signal range.",0,U7-LR
U7-Lite,U7 Lite,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,"Compact, ceiling-mount WiFi 7 AP with 4 spatial streams and 2.5 GbE uplink.",0,U7-LITE
